target,text
n,@officialnjonas sooooooooo exited gotta follow u everywhere wanna backstage passes 
n,at work.. my tummy hurtss 
n,"@_JessicaStudley I think I'd be 2 tempted 2 work around the SFGs &amp; not wanna jus chill/chat w/ them! Oh, &amp; your BZ lost again last night! "
n,@Zidapi yeah it's pretty expensive. No one wants to come with me 
p,Chelsea wins FA Cup  tare`s bucuros.
p,Openly gay teen voted prom queen at LA high school  http://ow.ly/9T1G You go.. uh. girl 
n,... a child AFTER vacations ...    X-(
n,I want a puppy 
n,Oh right forgot workstation hard drive is still dead 
p,@attachingwings lol go revise! - and pete is a dick 
n,@giannabanzon We should! Every week! Haha. But I hope I still get to see you all even when school starts 
n,@TexanSexican people that are anemic. 
n,I'm sick at home. 
p,@irynats hey hey  i'll do my best! (= how is it going there? how is your exams?
n,the random name generator site I use is down.  I hope it comes up soon. I only have 132 colonists done.
p,GU! JUN! PYO! or LEE MIN HO it's mine  
p,@skashliwal Thnank you for the retweet  Hope you enjoyed our endless table 
p,lmao @ this new subway commercial!! remember to eat fresh ppl 
p,just took a bath. Going to sleep na. Goodnight. 
n,"[and as far as I'm concerned, I can't help but feel I'm going about everything wrong.  ]"
n,Off 2 the mall for the dreaded spring ritual: swimsuit shopping. I've tried several times and have not had any luck yet  Here goes nothing
p,@WOMADABUDHABI  glad you liked it-  he's done loads of arrangements but that was the only one i could find on blip 
p,Happy Mommy Day 
n,Happy Mother's Day to all the Moms out there.  This is the first Mother's Day that I can't call my mom.  That has me a little down.  
n,@TwistedHelen amen to that... 
p,@esabas thank you awesome stranger for being my 40th follower 
n,but my head hurts bad -_- 
n,@VisitMesa I have that problem every time.  
n,not going to bamboozle  next year i'm so going.
n,damn.....that was a close call....  funny afterwards......kinda....
p,getting ready to sleepover at madi's with ashley... were gonna party  haha
n,@PhilHarrison It doesn't want 2 load the player 
p,@froovyjosie thank god for that haha 
p,@JannieMom Pleasure - anything for the editor of News24  #iphonefanboy
p,"Morning all  at the mall, waiting to get my haircut..."
n,"@dougiemcfly Doug, boring day without your Xbox! "
n,i wanna see @ashleytisdale in concert soo badly; i never got a chance to actually meet her! 
p,"No way, just hit 2000 followers. Who woulda thunk it! "
p,@docfreezy After your done wanna clean mine so I don't have too 
p,I met Lisa Snowdon yesterday shes amazing 
n,@Maggiemelba eh da? going to new cairo today? 
p,new season of gene simmons tonight 
n,@officialTila I wish I had one now my grandma used to make me one everytime she had a real one 
p,@Orlovsky I'm sure I heard a rumour there was going to be another release gonna wait 
n,"I really want that new verizion laptop,you no that mini one  too bad i dont have $200 "
p,@RealHughJackman Are you ready for some spicey food in Mexico? 
p,enjoying my early weekend! 
p,Im off to go be on TV.. Watch o NBC 10 in Philly. at 11am..  Im wearing a red top and a gold headband.
n,"@zoetunstall They were some little band that would work for peanuts, and it was v. early in McFly's career, but dates clashed so... Shame "
p,@anna_brown I'm off to Fuerteventura in 9 daysss  Thanks for making me excited even more! Although case is full b4 u ask :oP
p,"@jaikil Thank you, Miss Jaime! "
n,"@lukehagfors That sucks man  I would try to boot from your favorite rescue disk (linux, win) and try to access the drive from that."
p,"Haha. For the first time in years, im wearing stick on earings. "
n,Got the shock of my life when Fi texted earlier saying she is in hospital with suspected appendicitis! Hope she feels loads better soon 
p,i just watched twilight  it was goooooodd...and its a trending topic!!!
n,@mrjdomingo I want to know now 
n,The audio commentary on Forgetting Sarah Marshall isn't as good as other movies 
n,@boriing Aw really?  I think my parents are leaning towards the sciences. I don't know what I'm going to do! So stressed out about it.
n,finding revising for Biology really hard  come on the summer!!! x
p,Diversity  Oooh yes! xxx
p,has just joined the twitter community 
p,www.twitteractivism.com 
p,"okay, I'm off to continue getting ready. Have a great day everyone! "
p,i didnt had enough sleep. *bangag* i hope monday will make me feel happy and kilig again! 
n,"i want to eat something, i'm a little bit hungry "
p,MAKING my first twitter account 
n,Yuck went to the orthodontist yesterday and they tried to gag me with white foam .Twas horrible  @RhysHarper wow you get pills too *high5*
p,@bimbler Groan. That was a bad joke. 
p,@StonyTunes @tohuko @daihard2008 Thank you  
n,"Oh my gosh, it's 100 degrees in the shade! We don't have our air conditioners in either  it's hot!"
n,"watched Marley and Me yesterday. Ive never cried so much in a movie before! probly because I had to put my naughty dog Max, down last yr "
p,I feel like im working at a pens game... Not a kenny chesney concert! Everyone is saying go pens!!! 
n,Going to my sister's to hang out today.  We're making peanut butter pie.  Slept funny last night &amp; now my back hurts.  
p,@MarComNetwork Yep!  So nice to see you tonight!  Lovely as always 
n,"@Josh_Shear ohhh! Sounds like fun. Too bad I'm in Hershey  Then again, I'll be home by tonight but w/out a babysitter. . ."
n,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
p,daft punk just came on the radio at work! 
p,@jessieCAB hey buddy I'll be your real friend 
p,Hey everybody just found out i'm going to be a dad!!!! Thank you to all the people that are following me 
p,Where are the easter eggs 
p,@isabellemauer you must hear the gossip - listen up !! it makes you dance 
n,"Man, screw work today. I'll be here all day. "
p,"I loooooooooooove cotton candy, good thing I got a jumbo sized bag "
n,MAYNE I WANTED TO PERFORM AT SUMMER JAM  BUT THEY PUT THESE GUYS B4 ME http://bit.ly/3aJt55  TELL ME WHO DESERVES IT
n,"Sheesh, its hot outside... Not mention indoors "
n,@ppppreet awwwwwwww 
n,goodnight world I'm so tired I can't even hold the phone up to tweet anymore 
n,"@keithlissner hi Keith, I had to go to this gen art benefit and couldn't make it in time to your event.   How did it go??"
p,Club? No club? Drink? No drink? Pool? YES POOL 
p,@theDebbyRyan how have you been debby ? i have been sending you messages on your saynow number ...lol. 
n,@ChandraLeigh Well I guess I'll only be seein ya on here then....I dont really use myspace anymore 
n,@yunglarry LARRYYYYYY YOU NEVER RESPOND    HAHAHAHAHAHAHAHA
p,@ashleyladd congrats to the grad! 
p,@junkbunny Possibly! 
p,"@kirstiealley Conan's messing with you, he said today today is national donut day, but as kirsty alley would say,... It's Friday! "
n,just think about him 
n,@Avecmnxo: i had to delete them. 
n,The news makes me sick. 
n,Poor susan crumbles under pressue.  GET WELL SOON AHH.
p,Lalaland  Perfectly!
n,Buy.com has some tasty deals on NAS devices.  Wish I had money to spend.  
n,feeling emotionally crappy. 
p,@garethemery you should watch ripper it's a funny show 
n,im very bored and upset i have to go to school another day of tortchure i hate school and the school hates me  i am out of the circle of
n,Exams just become more crap when you realise that everyone except you has them. Sooooo bored 
p,@exkalliebur Aww... you're making me blush here. Very sweet of you. 
n,Oh no! I lost 2 followers  what did i do so wrong? Im gonna start being really nice. Starting by being really nice &amp; playing Free Rice!
p,"@Pink How come ur not rocking Cardiff on the funhouse tour? Not that I mind, I saw u in Birmingham. You rocked 'Who Knew'   x"
n,i'm soooo sad right now 
p,"@outoutout Uh oh... once Neil's Disk is on, you'll fade away *fast* Luv! "
n,http://twitpic.com/66ydb - @jenleighbarry I made sure you got credit at the end of the book...I'm sure I forgot people though. 
n,"Raining again and I'm still barking like a seal, looks like riding will be minimal for a few days  some fettling on the roadrat instead."
n,I just made my new twitter and i hope i won't have any problems because for some reason the other one was suspended 
p,@sy94 HAPPY JONAS DAY!!!!! 
n,Anyone want to get lunch around campus? Class done at 1. Brain hurts 
p,http://twitpic.com/68voi - all the new jewelry i got today   THANKYOUU glenys!
p,Amanda Holden is a cougar!  She is so cracking on to the pretty boy 
n,"@Bay_B_Doll He got sick...all over.  After a warm bath, and tending to his fever, I had to take a warm bath after cleaning up..."
p,@sarah_wallace I think you may be right! 
n,@MatthewRusso Yeah I know  Now I need a data recovery company to try to get all the docs off the crashed hard drive. LMK if u know any..
p,"Lady Gaga - Poker face (acoustic)  is really really good, she really can sing "
p,@sookio the other one was 99Designs 
n,I miss Nashville already.  November seems too far away to wait to get to go back...
n,I'm going to be out of town during dyke march &amp; the gay pride parade here in SF 
p,@LIVESTRONGCEO except maybe riding intervals in 100% humidity... 
n,I am actually sad this is the last full day of school. I am going to miss my entire first grade class. 
p,enjoy the bank holiday sunshine people 
n,@ac_slater do you have the picture of our little tape dispenser tank we made? hoodlums stole my phone with the pics 
p,"@titusofalltime Psst...lilikoi juice!!  *wink, wink*  "
n,@slick_says lol when i wrote the status...i was thinkin about your situation too....very complicated! 
p,@JennyftBlockDW1 I never thought i'd see the day when someone who loves Ddub also likes Jimmy Fallon!! Interesting...wide range!!! 
n,i love the twitter!  and i love the joas brothers xP Guys you're perfect mens! I love you so much! (L) i didn't write good in english.. 
p,"@InnaLA_RE Lately, I've been a bad model for what to do on Twitter. Make at least 80% of your post on Twitter @replies. Engage people. "
p,"#UV index 6.5 in Estonia atm, grilling time "
p,@Vachulme hmmmmm....... thinking over this long and hard..... lol  If bed isn't an option then what ??????
n,I felt amazing after the session with the trainer today! Only to find out that my bff is having MAJOR relationship problems. Boo 
n,"@katecallaghan  Thank you katelyn for trying to get @britneyspears to follow me. Unfortunately, no luck as of yet "
p,check out my 2nd single &quot;T.G.I.F&quot;   www.myspace.com/seangarrtechno  awesome song for going out on Friday night!!!  ENJOY!  
p,"Use Ctrl F to open a find dialog box, if searching for a word in text. I used it to search more #tips at @concisetraining profile!  Thanks"
n,"@choosespun Ah yes, that's good. Hope no family members are directly affected by the current events, things look bad over there "
p,@bigteflon The Bigs 09 pic... I'll be waiting!! Good seeing you dear 
p,@LeeConti Sorry they get enough undeserved attention 
p,"@jennajonascyrus Yes! Wanted Shaun or Shaheen to win, but Diversity were fantastic, so it's all good  I know. It's so stupid."
p,@cardiodoctor2be somebody sounds bitter 
p,Hoping to get someone to come and see the offspring with me 
n,In class &quot;Y&quot; 
n,@scent07 ì¬íë¤ì.... 
n,Im very sad because i have to go 2 whole months without sunny bunny 
n,"@blaaaanche nothing. trying to eat. haha. but too bummed about yesterday, that's why i still can't.  i REALLY wanted to see him up close.."
n,waiting for this long ass day to be over...off to tucci's for sean campbell's last day 
n,"On the wy to the airport in chicago bck 2cali   I'm so sad that I can't stay 2see my bro 1last time.... &quot;love you kuya, see u again soon&quot;"
p,@infamous_franki because i know a lot of females like that ok boo u got your head on straight 
n,Very tired this morning! Couldn't sleep last night for the heat!  I need AirCon!!!!
p,"Here comes the sun, and I say; It's all right "
p,@xSeniz What is that 
p,Boating on this gorgeous sunny day 
n,@paliamatterson mmm. and i wanna see HANGOVER too! everyone says its super duper good!  we're missing out in life!
p,i do love a wedding! better get ready 
p,@smartboyinuk Stop trying to make commission off of me! I already have 2 savings account at 10% and 6%- both fixed until this summer 
p,@Whagi_The_Gamer it was very nice  not the biggest burger i've had but it hit the spot 
p,Trying to manifest the energy to get off my amply proportioned backside and stream clean my carpets. Pls send energetic thoughts my way 
n,"Yesterday was an awesome day.  Presentation went great, watched Up in 3d... now I have a feeling today is going to be the exact opposite "
n,@SopranoZone Ah that sucks  If you get a chance to read it you must!
n,"I am BLOWN! Ugh...for once I just want to enjoy myself and have fun, but somethin always happens to eff that up "
n,does anyone know my section? 
n,I'm staying in bed!  I can hear it raining outside. How miserable 
p,@mightysmith  Do we need details of *how* your mind works? Nah. Just stream your consciousness onto twitter for us 
n,"maybe next year the Nuggs will have the heart to play this close to June.   Happy Birthday Mello, Happy Finals Kobe.    P's...P. Jas."
n,@DonnieWahlberg Any love for Western Canada?  We want some of that Full Service!
n,It's no longer sunny in Seattle.  http://tr.im/sunnyinseattle
n,@joel_gardiner if only it where real 
p,@cjh78 thanks for the offer. We'll see. 
n,Oh No.. I think my brain is dying 
p,.@Zo_E haha oh you mean the breakfast cereal?? what the fuck are they?? 
n,.@Gen22 *rethinking my desire for an iTouch* Sorry  to hear that hon.  
p,@varikin don't get it stuck again! 
p,"@R3PO Yes, and Adam Pascal was Roger! "
p,"@buzzfilms haha, thanks "
n,Worst day ever.  Can't wait to get home and turn on #lost.
n,@socalvixen sry to hear that hun 
n,eating pizza pops...sunburnt after yesterday's baseball game...ouch 
n,Help!! My heAdache is so bad I want to cry. I think it's from cleaning n breathing in all that cleaning product fume..  urghhhhhh
n,It's  a house show day- too far away 
p,@feltbeats @Rotae I know i just posted that and good luck wishes yo our US feltbeat army girls lol  XX
p,@dian_yach LOl. I also call him daddy. LoL. I hope he saw my reply about the video. 
n,Would be nice to have tethering for the iPhone right about now. Sounds like optus is going to be greedy and charge for it 
p,"@matthewkheafy write anything, cause all the albums are awesome haha "
n,I am so so so so so bored of studying 
n,Woke up worse than before.     thinking about going to walmart for some medicine and pick up LVaTT while I'm there.......
n,Bro Ceci's name was in mass a while ago. So sad.. 
p,says My KARAMA Sucks!!!! i hope it ascends!!!  http://plurk.com/p/y44k9
n,@yixuany Same here! It's a real torture! 
p,Boom boom pow 
p,@musiclove18 yea!  i loveeee NYC lol. i want to live there when i'm older..but it would be so exspansive!
n,GAH!!! I have this one project where somehow Cucumber tests just refuse to run 
n,@socialtoo  in the last days I didn't get the stats right( 2 accounts) 0 follows and  0 unfollows  :| which is not right   Help? advice?
p,Had an amazing work out!! Now I'm getting ready then babysitting for a few hours  lataaaa!
n,had the most hardest exam today  it was bullshit - so afterwards i spend $150 on patent black leather pumps !
n,Going to the airport 
p,finally got my laptop back 
p,good morning...  TGIF. wanna go out later to shop.
p,had a great time at spoons last night 
n,@TSSexyChanel Omg i wish i could sleep  Im up..being productive and working again..thinking about writing short stories..what you think?
p,"Is watchin psych and enjoying house sitting for my mate ready for this I'm lookin after 3 dogs,6 cats,a cockatiel,fish and a horse "
p,Dhellohannah5 can you please follow me  i need more followers haha
n,@ThePISTOL haha nice. I want to goo  Im at camp when you come near Jersey. &gt;.&lt; Ohh well. Have fun on tour! &lt;3
p,@Donnette good call! had a good time clearly! half the weekend already well-spent! thats great 
p,"I should be out of the house by now, and my mum treats eddy like a bloody baby sometimes. rah "
p,Slink Harem Peg Leg Pants preorder opened (again)! Now available in more sizes. Whee! 
p,@IngridEsq  Your Welcome LS... I had a ball last night. I didnt get home till Sun was coming up. NOW THAT IS A GREAT WEDDING. Mrs Hillard 
n,Just got in from a nice dinner with Michael and the kids.  Now its raining 
p,Finally woke up and I think I may go live on u stream and create animations/draw which if I go live Ill notify all chu 
n,@nidiamazing I bagged Sims 3 a month ago! But my laptop is running on low ram and causes major lag in my game. 
n,@BabyMakinMachin stressing out about it will just make it later... 
n,Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today 
n,studying for retail management class  soooo lame. fml.
n,Running around all day getting softball stuff. No time for comics. 
p,looking forward to a long weekend of flat-pack assembly! 
p,"@chrismeisner or try some styrofoam sheets (not like bed sheets), that might work better. "
p,@Kelly208 FML? I need a manual for the acronyms 
p,@shradha_mohan   i aint a believer jus a doe
p,"@TheEllenShow: Omg, I know this is late, but garbanzo beans are delicious!!    Yum!"
p,@giishu you'd love @timminchin !!  we'd have a great night out!
n,Really sad that my friend moved cities. 
n,People are just pisssing me offf. Ugh 
n,"@benjammin1992 eh, i'll live. I don't know why i always wake up though "
n,Can't believe ABC cancelled The Unusuals. Never even gave it a chance bc they never promoted it &amp; now I'm watching the last episode ever! 
n,doesn't want to feel this way 
n,wish we got jonas tonight 
n,@TECHVIXEN U must be a bot.... that's a shame 
n,I have @speedyb lepracy 
n,aw henry &amp; i lost at ponggg 
n,@MileyCyrus  Mileeey u said on some video at youtube to visi t ur tweeter and stuff but im sad ur not replyin.  r u checking this btw ;) ?
n,"My battery's almost dead on my cell. You still haven't texted me back.  That's not busy, that's avoidance."
n,"workin, again "
n,"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything "
p,i had dairy queen last night for the first time this summer - in colorado. 
n,"@QueenofScots67 good morning.. you do sound perky! weather here great, at home today getting essays finished "
p,Awesome... lady gagas following me haha 
p,@cotygonzales Cheers for following me! Love your tee blog n vlog 
n,Has a massive headache. 
p,@TheCounter cool 
p,listing to music and coloring the picture i drew..  dang my leg cramps up when i sit like this though! lol does that ever happen to you?
p,Feelin' great 
n,@Adgeb no phone? 
n,@ChrisCarnall you are too kind &amp; very encouraging...actually rather depressing seeing how little impact lots of hard work actually had 
p,@bookwormautumn good luck!  
p,Just finished my workout! Ahh that feels better. This getting Healthy thing is hard work!! 
n,is about to go out for tonight to hang out with some friends one last time before i move! 
n,still incredibly sick but another week of school left to go.  summer needs to hurry up and get here
p,"@cosmos500 I might take that FB 'Greek God' test, could be fun! Did they have an overweight, balding God? "
n,"very upset wiff my laptop  it doesn't wanna start up, and i have a collateral due tomorrow! D: !!"
n,is awake! 
n,this migraine is probably going to kill me today. and I definitely to not feel like sitting in this freaking waiting room for an hour 
n,Really needs her phone to text Fil 
n,@suesweet 
p,booooored!!!  eating a clementine. mmmm! love clementines.
p,mmm baked beans on toast with melted cheese makes the bitter pill that is homework easier to swallow 
p,Set a new standard today and step up! Mine will be Http://www.startingpointbook.com. New look launches today 
p,just found out that in Korea they call a &quot;Swiss Army Knife&quot; a &quot;McGuyver Knife&quot; 
n,We are getting ready to leave. 
n,"@supersimbo You get a bar of chocolate as a prize if you can work out all those abbreviations, darn those 140 characters! "
p,@shelliwazzu   somewhat thanks! sadly TMZ will cheer me up!
p,@carmsense I agree... I don't know what it is... I just think they are gross. and gooood morning. what's yummy for breakfast? 
n,@PrincessSarahXx - Well at least we know you're on the mend finally!! Your Doctor is absolutely useless 
p,"Forza 3! I hope it is good. I'm telling you when I tested NFS Shift, felt like a good game for racing fans to buy at launch  #XboxE3"
p,Cash in on your twitters  http://linkbee.com/SpareMoney #jobs  Kobe
p,@beyondelsewhere Check your DMs pls 
p,@ThaQuintessence PC has a way of causing unwanted drama in my life. That's why I'm planning on keeping my butt in the house with my fam 
n,"@oxchris morning, I thought you said 'cleaning the fluff out of my house' I was confused until I read the tweet again "
n,I want some chocolate milk 
n, Urghh English Coursework
p,Good Morning 
p,going to watch a movie! Yeah! 
p,@eejhey dont let the bedbugs bite  http://u.mavrev.com/6n80 http://u.mavrev.com/6oa0
n,This headache will be the death of me.  
n,@backgotback I wish  I am still very broke. There are no travels in my forseable future.
n,we.will.never.sleep.cause.sleep.is.for.the.weak.and.we.will.never.rest.till.were.all.fuckin.dead...no.sleep.for.me.  &lt;~Ca$Uiio~&gt;
n,@tommcfly :O starbucks! never tehe oooh now i want one 
p,tun dr mahathir was at ikea jt now  woot woot
p,http://is.gd/RvTw &amp; http://is.gd/RvVe Two New Photos from yesterdays commute 
n,In tons of pain 
n,sad to hear about air france plane crash...   .... wish some miracle happened and they still are alive...
p,happy to not be working anymore today!  enjoy what's left of the day as best i can 
p,@Suezeta thank you for the song! xoxoxoxo 
n,just woke up sadly 
p,@ Siglo having a beverage with Gengiz 
p,@sweetsheilx ohh lol. what was his reaction??  should record it for us to see 
n,"so, when i first saw Ingeous Pouncer, i immediately thought of Demonic Apprentice (the one i made): cant fit it here "
p,@vene2ia Thanks for the #followfriday &lt;3 Have an awesome Friday. 
p,"@MareeAnderson well, duh! Of course! Who could resist such a sexy demon? I've been waiting for June 1st ever since I found out about it "
p,So my wife starts at Microsoft in the morning ... in the same group ... in an office close to mine. I only have myself to blame. 
p,"@danielleashanti yes! that's it sugah! except, u gave it better diction and grammer. 50 say's i ain't in ta havin sex im in ta makin luv "
n,"@gfalcone601 sorrry, me and chloe just really got our hopes up. a bit too much i think. now we are like  ohhwellll. xx"
p,@SherriEShepherd Hope you got your housework done and didn't end up tweeting all day!  
p,@brainstuck And happy fridays  Can't wait for the next one! It'll be a long weekend here.
p,@AyNayNay AWWW im wanted hahahahahahaha 
n,is going to the dermatologist soon....Jon and Kate   
p,"Just dropped in, to say hello and goodnight "
p,@davenavarro6767 Happy birthday Dave. Just tried to play music with my son. Mad respect for you.  I help sometimes on your website tho 
n,off to bed was gonna read some new moon but its a little late now  night night all xxx
n, I think I made @sonicfoundation mad at me 
p,"@RajeshBarnwal Thanks for the mention, Rajeshji "
p,Back home from school. Friday! Out tonight. Can't wait!  hehe
p,no free wifi for me this lunchtime as i can't walk into town. could be worse... lunch in the canteen 
n,BORROD TO DEATH  HELP ME  !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
n,ME TOO!! @Lizmckee1  Enjoying cupcakes in Austin. Eat your heart out Amanda. Wish you were here  http://yfrog.com/089g4j
n,good morning tweets...left my phone at home..i'm so lost 
p,@krrley Was in Mtl from Fri-Sat for 24-hr b-day surprise shopping spree! Thought of you but it was all so quick. Do plan on returning tho 
p,"A bit hung over, but I'm alone at work today, so no one will notice "
n,i wanna see a rocket to the moon. i just want nick santinos autograph on a poster for my wall and i wanna pic and to hear him sing 
n,this cold is really long  its been 6 days now
p,@GrooveMachine But thank you for the theme  can you take a screenie?
p,http://twitpic.com/7gl9y - Coffe shake  thats tomtom's new invention.
p,Coffee is our friend 
n,Where are the brown bags? 
n,@PatrickHoban You always go to Chipotle without me.    hmph.
n,just got off work...  time to hit up some AU
n,@oldbluejeans94 I am missing ya too!! 
p,"Going better then perfect, can't believe how happy I am. "
p,http://twitpic.com/61cqz - Me and my puppy 
p,@vladmech I saw that!!! Trailer looks fun 
n,someone stole my phone.hate thieves.my life is with and on that phone.so much for not wanting it 
p,"is prepping things for Smith on Monday...even more DVD burning for the ol' Frankster..-_-'  Whelp, at least it was a good day "
p,@trent_reznor I gave you a gold star for this tweet 
n,@kyute_shana not on the right comp xD and someone dissed the vamp fic so im hesitant  :'(
n,"@madamecupcake: no it's still not here   .. i'm waiting waiting waiting still, hehe!"
n,My poor car is taking all kinds of beatings 
p,Sit ups and press ups = bed 
n,missn ma life... especially the part tht ur in... 
p,"just relaxing tonight after a long day, another one tomorrow! Hanging with the Stewarts on Sunday "
n,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own
p,Just watched the Jonas brothers 3d concert experience it was awsome! 
n,Steel Train tour dates are up but none in Texas right now  Fuck
p,@MyInnerCougar sleep well  
p,"leest &quot;The five demons of Twitter&quot;, leuk artikel  , http://trunc.it/afjr"
p,ugh im in connecticut! back to CLUB ENVY next saturday!! see y'all then 
p,@mstrategiesinc  LOL. Thank you it's part of my scope of work 
n,"The NEW Yankee Stadium is amazing!  But, I miss the ol' ballpark. Just not the same  Goooo Yanks! -Bri"
p,"death, of course "
p,blog post Can we change the MyArchN Logo?:   Can we change the MyArchN Logo? Have your say!   http://tinyurl.com/nyf7nd
n,finished my last bottle of Nuvo  a little dizzy but...yeah...
n,work in 3 hours... still havent slept. this seems problematic...  &lt;/3
p,@DuhhhItsJustin ...V's out there every day and we go out several times a week. When you come up though we'll go into Prov a lot  xoxox
n,"Watching old videos. Lawd. Puff and Mase choreography, bright colors, crazy hair....where'd it all go "
p,@bedofbrownrice sleeeep well 
n,"it's getting hard to converse online, e.g. ppl. post on twitter, FF and FB are updated, ppl commenting on twitter, FF &amp; FB - i'm lost "
n,3 hour french test tomorrow 
n,Mother's day and my sister's birthday...... And my mom's going to the ER. Awesome. 
n,Has loads of work to catch up with 
p,im actualy reading the end of new moon 
n,Can someone twitpic the new two pics posted on T&amp;S's site? I can't save them on my iPod and I'm not home 
n,some people just say what they want to and they're not aware of how others feel.  ....
p,I have a lot of work to do these days... wish me luck. 
n,@DavidArchie I know! It's horrible! I get a lot of bad headaches 
p,"@pixieparasol well, trains go to newark north gate, looking on googlemaps thats the closest to the site.last train leaves at 23.14pm "
n,@QuestionSleep Say whaattt?! I can't be out too late tonight though because I have to drive to my co-op in the morning 
p,@xmozx I know a dj 
p,@amanda_2011 i'll ttyl. love you! see you next weekend 
p,...with regards to adversity.    I practiced treating it as a lost spirit and gave it my hand.
p,"Getting ready to go to work to get pied, why do I do things like this to myself? Oh well, its all for a good cause!  PS NO ONE PIE ME!"
p,im watching the sun rise  it's 4.23 am 
p,downloading some songs  i love lady GaGa.
n,I am not happy anymore 
p,@lizzilathers are you wearing your red stripe shirt? 
n,@LouisVuittonBum getting cold...  BUT im off to see pink tomorow night!! Floor ticket!
p,http://twitpic.com/6bads - new friend 
n,So.. So...tired after flight  http://myloc.me/3TvF
n,@wishdreamhope 
p,On the way to a wedding. My friend is marrying a local actor...should see some celebs. 
p,@elaisonlinetv it's confusing? lol i'm just using bits of fabric i had leftover from all the pouches i've made  so it totally wont match!
p,@devilworks wow.???? ?????? 
p,"@ Suecosby -- so is the news public yet? I've been hearing about it everywhere except from you   Best of luck. Big job, but ur the best"
p,@psynister What @Tigorasou said 
n,@Teanah Hey! That's not how you spell it! 
n,@Sparkster86 I'm flattered! I'm going to assume you're referring to Ghostbusters. I didn't get to play because it's not co-op in story. 
p,"midwest horse fair was good! i got new breeches an english saddle bag, and a bridle bag "
p,@ckjchambers I agree the G B Reef got my vote  #queensland
n,"New plan: pasta. Mcfly &amp; room cleaning. Dishes, homework, sketches. Movie. Call dad and ask to borrow 100 dollars... The fun part "
n,@joshuabaer sorry to hear that.   She was a great dog.
p,just bought a bookshelf 
n,it's raining 
n,@Woth2982 my shimtop turned off 
p,My moms making me feel like a kid again  all this shopping and getting treated like I'm 7 
p,FM3 has awesome customization....and thats one of the things that matters to me lol 
n,@carattop Cool! Thanks... Some of them can be a bit over the top 
p,@Courtnsnack Absolutely! I will e-mail it to you for sure!  Thanks!
n,when you think things cant get any worse! they just do     loveyou xo
n,"@srogers910 haha it was horrible  i want to see my score haha. idk whats a good score on it? english was easy, math, oh my god haha."
n,"@iaingilmour We have two cars, plus a new company car, so one has to go. Shame to lose my Mazda but makes sense "
p,"time to be productive starting today! go,go,go "
n,"@ACurtis802 @nicholaseaton This will sadden you both to kn9ow, but it is Gibson that's missing. Not the other, stupid one "
p,@rockinthehouse lol its okay i am definately very blonde so don't feel bad 
n,Got stomachache 
n,"i dont feel very good. im emotionally and mentally drained. but im back in Vancouver right now, i'd rather be with Joel though "
n,@msidley that's not rubbing it in at all 
n,had a very long tiring day. Wants to skip work tomorrow but i can't. 
p,@mileycyrus congrats on this: http://tinyurl.com/cls9ov - good example 
p,@dynamitecat  Happy birthday   
p,goin to swim again~~ 
p,@rossmills you need a cosplay sweatshop 
p,@FreakinAris  I wanna hang out witchuuu . Thatd be fun xD
n,CANT GET MY PIC TO SHOW  HELP
n,@matthewphewes You should join Health Corp. They have a pool and that is definitely where I was on Sat and Sun. I miss the beach though. 
p,@kielley24 May sections na? 
n,@theensies you forgot about the shitty ferry which ads on about 3-3.5 hours 
p,"@McCordAnnalynne oh dear, take some aspirins  and take care of yourself. xo."
n,I can't fall asleep 
p,@JustJenni we do have some $15 &amp; $20 capris &amp; shorts. some cute summer tops too. 
p,@hmigroupllc 
n,I wanna relax! And not learning whole the time.. 
n,@kapeeshsaraf all pretty far off from where i stay  (Kothrud) Lotta crosswords around.. is the railway station one the only big one?
n,No more Heroes panel at Comic Con this year. Notice the capitalization. I don't mean the game. I mean the show. 
p,watching suite life on deck.. maddie on deck 
n,I need a hug tonight! 
n,somebody unfollowed me why????  
n,@integlspwr a G35. I still miss my RX7..wish I didn't sell it 
n,@AMBulosity awww man!! Well I can't drive mine cuz I only have 3 tires and nobody is tryin to help me get it fixed 
p,"Yay!! I made it home.  now time for a shower, dinner and cocomilk before the premier of run's house @ 10!!"
n,@TheFelixMolina doesnt work  haha
n,nothing like a  2hour walk 
n,I'm the only one in the office today  and I'm feeling kinda lonely. Is anyone selling hugs today?
n,Apple now supports the MMS messaging but apparently it won't be available via at&amp;t until late summer...How ironic. I am bummed 
p,@shekhinahshaman an adventure - [at age 64  ] picked it from the Internet and recs by friends - had never been here
n,weekend! humidity is  though...
p,crazy first day.. errrr.. pre-first day.. whatever it is called. haha.. 
p,@Digiwaxxcashman Thanks u think I can get strawberry melon though  Thanks lol
n,@pchafeehily oh right :L i thought that he'd hurt himself or something  aww i bet your going to miss him  xxx
p,"@LyndseyBaigent These have many fab, quick and easy functionalities one of which is shortening urls with 1 click etc "
p,@ciuchete Bucharest. Sunny. Bucharest - not good 
